filename	onset	offset	event_label
4376.wav	7.280	9.526	Alarm_bell_ringing
4377.wav	0.204	0.845	Speech
4377.wav	2.646	2.962	Alarm_bell_ringing
4377.wav	3.110	3.569	Speech
4377.wav	4.300	4.659	Alarm_bell_ringing
4377.wav	4.786	5.922	Speech
4377.wav	5.942	6.301	Alarm_bell_ringing
4377.wav	9.239	10.000	Speech
4377.wav	9.503	10.000	Alarm_bell_ringing
4378.wav	2.788	3.038	Alarm_bell_ringing
4378.wav	4.967	5.394	Speech
4378.wav	7.617	8.102	Alarm_bell_ringing
4378.wav	8.611	9.640	Speech
4379.wav	3.108	10.000	Alarm_bell_ringing
4379.wav	8.316	8.652	Speech
4380.wav	0.678	1.164	Alarm_bell_ringing
4380.wav	3.707	7.185	Alarm_bell_ringing
4380.wav	7.635	7.967	Alarm_bell_ringing
4380.wav	8.509	8.829	Alarm_bell_ringing
4383.wav	2.726	2.976	Alarm_bell_ringing
4383.wav	2.933	3.314	Speech
4383.wav	4.812	5.148	Speech
4383.wav	6.846	10.000	Alarm_bell_ringing
4384.wav	8.439	10.000	Alarm_bell_ringing
4384.wav	9.676	10.000	Speech
4385.wav	1.152	10.000	Speech
4385.wav	1.301	1.783	Alarm_bell_ringing
4385.wav	8.114	8.364	Alarm_bell_ringing
4386.wav	2.147	2.870	Speech
4386.wav	4.133	4.934	Speech
4386.wav	7.188	10.000	Dog
4386.wav	7.801	10.000	Alarm_bell_ringing
4388.wav	0.097	4.792	Alarm_bell_ringing
4388.wav	1.926	2.328	Speech
4388.wav	2.730	3.290	Speech
4389.wav	1.372	3.610	Alarm_bell_ringing
4389.wav	2.124	2.526	Speech
4389.wav	3.787	4.147	Alarm_bell_ringing
4389.wav	7.101	10.000	Speech
4389.wav	9.225	9.475	Alarm_bell_ringing
4390.wav	3.155	3.470	Alarm_bell_ringing
4390.wav	3.635	5.522	Speech
4390.wav	6.975	7.607	Speech
4390.wav	8.434	9.265	Speech
4393.wav	1.123	1.435	Alarm_bell_ringing
4396.wav	0.146	3.550	Speech
4396.wav	8.309	8.878	Alarm_bell_ringing
4396.wav	8.672	10.000	Dog
4398.wav	6.783	7.116	Alarm_bell_ringing
4400.wav	0.272	0.616	Speech
4400.wav	0.854	2.986	Speech
4400.wav	4.423	5.502	Speech
4400.wav	5.603	5.923	Alarm_bell_ringing
4400.wav	8.081	8.397	Alarm_bell_ringing
4401.wav	1.005	1.489	Alarm_bell_ringing
4401.wav	2.706	4.838	Speech
4401.wav	5.450	8.830	Alarm_bell_ringing
4401.wav	6.374	6.780	Speech
4402.wav	0.557	0.872	Alarm_bell_ringing
4402.wav	0.755	1.293	Speech
4402.wav	2.042	3.421	Speech
4402.wav	3.885	4.518	Speech
4402.wav	4.887	5.280	Alarm_bell_ringing
4402.wav	5.526	6.151	Speech
4402.wav	7.138	10.000	Speech
4402.wav	7.397	7.708	Alarm_bell_ringing
4404.wav	4.858	5.924	Speech
4404.wav	4.975	8.583	Alarm_bell_ringing
4404.wav	7.739	8.084	Speech
4405.wav	2.255	5.640	Alarm_bell_ringing
4405.wav	6.448	6.738	Dog
4405.wav	6.812	7.123	Alarm_bell_ringing
4405.wav	7.501	7.846	Speech
4405.wav	8.329	10.000	Speech
4406.wav	0.530	3.686	Alarm_bell_ringing
4406.wav	8.081	9.044	Speech
4406.wav	8.257	10.000	Alarm_bell_ringing
4408.wav	7.714	10.000	Alarm_bell_ringing
4410.wav	1.373	1.623	Alarm_bell_ringing
4410.wav	3.687	5.450	Alarm_bell_ringing
4411.wav	6.469	6.802	Alarm_bell_ringing
4418.wav	0.325	0.643	Alarm_bell_ringing
442.wav	2.990	10.000	Running_water
4421.wav	5.879	6.129	Dog
4421.wav	9.028	10.000	Alarm_bell_ringing
4422.wav	0.098	1.529	Speech
4422.wav	2.413	2.733	Alarm_bell_ringing
4422.wav	3.544	3.864	Alarm_bell_ringing
4425.wav	0.385	0.635	Alarm_bell_ringing
4425.wav	3.322	6.139	Dog
4425.wav	7.920	10.000	Speech
4427.wav	1.522	2.119	Alarm_bell_ringing
4427.wav	7.430	10.000	Alarm_bell_ringing
4429.wav	0.163	0.480	Alarm_bell_ringing
4429.wav	2.199	2.509	Alarm_bell_ringing
4429.wav	3.344	3.594	Speech
443.wav	1.094	1.884	Cat
443.wav	1.289	3.118	Running_water
443.wav	1.986	2.871	Speech
443.wav	3.852	10.000	Running_water
4430.wav	0.238	0.571	Dog
4430.wav	0.787	1.107	Alarm_bell_ringing
4430.wav	3.774	4.086	Alarm_bell_ringing
4431.wav	9.559	10.000	Alarm_bell_ringing
4435.wav	1.203	3.160	Alarm_bell_ringing
4435.wav	7.713	10.000	Alarm_bell_ringing
4436.wav	2.478	2.788	Alarm_bell_ringing
4436.wav	4.035	4.346	Alarm_bell_ringing
4436.wav	5.185	5.757	Alarm_bell_ringing
4437.wav	5.350	5.757	Blender
4439.wav	0.006	0.632	Speech
4439.wav	1.547	3.020	Speech
4439.wav	2.722	3.903	Blender
4439.wav	4.494	5.054	Speech
4439.wav	5.907	6.435	Speech
4439.wav	6.975	8.351	Speech
4439.wav	8.026	10.000	Blender
4443.wav	1.950	3.523	Blender
4445.wav	5.650	6.580	Blender
4445.wav	7.036	10.000	Blender
4445.wav	8.239	8.575	Speech
4446.wav	2.847	10.000	Blender
4452.wav	9.310	10.000	Blender
4454.wav	2.881	3.445	Speech
4454.wav	4.431	5.245	Blender
4454.wav	6.982	10.000	Blender
4454.wav	7.969	9.190	Speech
4456.wav	5.160	10.000	Blender
4457.wav	3.719	9.535	Blender
4457.wav	6.342	8.140	Speech
4458.wav	2.087	2.337	Dishes
4458.wav	2.654	3.453	Blender
4458.wav	3.361	3.700	Speech
4458.wav	7.379	8.957	Blender
4459.wav	4.059	4.675	Blender
4459.wav	7.317	8.861	Dishes
4460.wav	0.371	10.000	Blender
4460.wav	1.393	2.159	Speech
4460.wav	8.133	8.698	Dishes
4462.wav	0.419	1.714	Blender
4462.wav	0.838	2.373	Speech
4462.wav	8.252	8.512	Dishes
4462.wav	9.134	10.000	Blender
4463.wav	8.456	9.335	Blender
4465.wav	0.644	1.264	Speech
4465.wav	1.848	3.100	Speech
4465.wav	3.539	8.855	Blender
4465.wav	8.500	9.418	Dishes
4465.wav	9.258	10.000	Blender
4468.wav	4.447	5.591	Blender
4469.wav	0.520	2.326	Blender
4469.wav	1.982	4.529	Speech
4469.wav	7.114	8.604	Blender
447.wav	1.212	1.462	Running_water
447.wav	6.270	6.931	Running_water
447.wav	8.574	8.959	Dog
447.wav	9.066	10.000	Speech
447.wav	9.246	10.000	Running_water
4470.wav	0.427	2.851	Dishes
4470.wav	0.658	1.136	Speech
4470.wav	1.439	2.519	Speech
4470.wav	3.427	5.704	Blender
4470.wav	3.572	3.978	Speech
4470.wav	4.721	5.102	Speech
4470.wav	5.440	7.786	Running_water
4470.wav	8.334	9.313	Blender
4471.wav	1.232	2.908	Speech
4471.wav	1.810	3.384	Blender
4471.wav	4.466	8.020	Speech
4472.wav	0.336	6.723	Blender
4472.wav	6.238	8.671	Speech
4474.wav	1.104	3.006	Speech
4474.wav	5.515	10.000	Blender
4476.wav	0.889	1.515	Speech
4476.wav	3.440	3.690	Speech
4476.wav	4.354	5.665	Speech
4476.wav	5.565	10.000	Running_water
4476.wav	6.958	9.039	Blender
4476.wav	9.749	10.000	Speech
4477.wav	1.994	10.000	Blender
4478.wav	5.551	6.735	Speech
4478.wav	9.576	10.000	Blender
4479.wav	0.927	2.889	Speech
4479.wav	7.269	8.068	Blender
448.wav	0.856	10.000	Running_water
4480.wav	0.273	3.479	Blender
4480.wav	9.518	10.000	Speech
4483.wav	0.488	10.000	Blender
4483.wav	6.200	7.118	Dishes
4483.wav	8.734	10.000	Speech
4486.wav	0.202	3.850	Blender
4486.wav	6.823	7.282	Speech
4486.wav	7.909	8.189	Speech
4486.wav	8.827	9.198	Dishes
4487.wav	3.960	7.403	Blender
4488.wav	8.782	10.000	Blender
4489.wav	0.292	1.473	Speech
4489.wav	2.505	4.346	Speech
4489.wav	2.814	6.257	Blender
4489.wav	8.102	9.413	Speech
4490.wav	2.690	3.174	Blender
4494.wav	5.349	6.661	Speech
4494.wav	7.541	9.974	Speech
4494.wav	7.648	8.539	Blender
4495.wav	2.502	3.908	Blender
4496.wav	1.841	2.606	Speech
4496.wav	8.216	10.000	Vacuum_cleaner
4496.wav	9.607	10.000	Blender
4498.wav	0.991	1.482	Dishes
4498.wav	4.501	5.258	Dishes
4498.wav	5.242	6.074	Blender
4498.wav	5.737	6.302	Dishes
4498.wav	6.968	10.000	Speech
4498.wav	9.061	9.905	Blender
4499.wav	1.676	3.211	Speech
4499.wav	1.858	3.328	Cat
4499.wav	3.553	4.424	Cat
4499.wav	5.069	6.333	Cat
4499.wav	6.408	6.866	Speech
4499.wav	7.243	7.559	Speech
4499.wav	9.372	10.000	Cat
45.wav	0.495	4.355	Alarm_bell_ringing
45.wav	4.509	4.759	Alarm_bell_ringing
45.wav	5.695	6.054	Alarm_bell_ringing
45.wav	7.248	7.581	Alarm_bell_ringing
4500.wav	4.323	5.597	Cat
4500.wav	9.337	10.000	Cat
4503.wav	8.574	9.203	Cat
4503.wav	9.373	10.000	Cat
4504.wav	6.461	7.371	Cat
4505.wav	5.198	5.569	Dishes
4505.wav	5.274	6.520	Cat
4505.wav	6.771	7.736	Cat
4511.wav	4.968	5.727	Cat
4511.wav	8.038	9.716	Cat
4512.wav	0.065	1.112	Cat
4515.wav	4.075	5.165	Cat
4517.wav	0.478	1.948	Cat
4517.wav	0.959	3.777	Dog
4517.wav	2.677	3.626	Cat
4517.wav	8.129	8.765	Cat
4517.wav	8.969	10.000	Cat
4521.wav	8.535	8.995	Cat
4523.wav	1.554	2.190	Cat
4523.wav	2.486	10.000	Cat
4524.wav	3.296	3.546	Dog
4524.wav	8.171	8.774	Cat
4525.wav	0.467	2.142	Speech
4525.wav	3.465	4.268	Cat
4526.wav	2.079	2.709	Cat
4528.wav	0.265	1.356	Cat
4528.wav	2.623	3.600	Speech
4528.wav	3.540	4.299	Cat
4528.wav	4.549	5.425	Cat
4528.wav	6.434	7.221	Cat
4530.wav	3.134	10.000	Cat
4531.wav	0.799	1.344	Cat
4531.wav	2.369	3.267	Cat
4531.wav	3.471	4.226	Cat
4531.wav	7.861	9.016	Cat
4532.wav	3.335	4.564	Cat
4532.wav	8.054	8.836	Cat
4532.wav	8.963	9.388	Speech
4532.wav	9.259	10.000	Cat
4533.wav	6.096	7.774	Cat
4534.wav	3.016	4.386	Speech
4534.wav	6.280	6.991	Cat
4534.wav	8.978	9.522	Cat
4537.wav	0.806	1.800	Cat
4537.wav	2.080	2.710	Cat
4537.wav	3.059	4.199	Cat
4537.wav	5.535	5.834	Dog
4538.wav	1.339	3.301	Speech
4538.wav	2.242	2.492	Alarm_bell_ringing
4538.wav	3.535	4.682	Speech
4538.wav	5.759	6.039	Speech
4538.wav	7.147	8.237	Cat
4538.wav	9.003	9.650	Cat
4540.wav	0.721	2.225	Cat
4540.wav	7.169	7.765	Cat
4540.wav	8.151	8.833	Cat
4540.wav	9.542	10.000	Speech
4542.wav	0.028	2.160	Speech
4542.wav	2.791	3.455	Speech
4542.wav	4.923	5.678	Cat
4542.wav	5.818	6.345	Speech
4542.wav	9.401	9.885	Cat
4544.wav	6.840	7.157	Speech
4544.wav	8.575	10.000	Cat
4545.wav	5.020	6.194	Speech
4545.wav	8.125	8.721	Cat
4546.wav	3.451	4.081	Cat
4546.wav	4.498	5.101	Cat
4546.wav	7.031	7.656	Speech
4547.wav	6.670	7.265	Cat
4547.wav	8.087	9.050	Speech
4548.wav	0.316	1.192	Cat
4548.wav	8.256	9.226	Cat
4549.wav	0.885	2.665	Cat
4549.wav	6.202	7.167	Cat
4552.wav	2.282	3.232	Cat
4552.wav	3.824	5.472	Speech
4552.wav	7.704	8.998	Cat
4552.wav	8.006	9.400	Speech
4554.wav	0.991	1.497	Cat
4554.wav	1.724	5.388	Cat
4554.wav	6.486	6.736	Cat
4554.wav	6.908	8.284	Speech
4555.wav	3.444	4.217	Cat
4556.wav	3.820	5.291	Cat
4557.wav	1.933	4.911	Cat
4557.wav	7.014	7.800	Cat
4560.wav	2.279	3.009	Speech
4560.wav	4.412	5.225	Cat
4560.wav	8.062	8.692	Cat
4562.wav	0.494	0.744	Dishes
4562.wav	0.851	2.711	Speech
4562.wav	6.788	7.478	Dishes
4562.wav	8.994	10.000	Dishes
4564.wav	2.667	2.917	Dishes
4564.wav	3.911	4.324	Speech
4564.wav	5.294	6.180	Speech
4566.wav	0.238	0.664	Speech
4566.wav	5.235	6.443	Dishes
457.wav	1.166	1.416	Dishes
457.wav	6.667	10.000	Running_water
4570.wav	0.332	0.897	Dishes
4570.wav	1.392	1.642	Dishes
4570.wav	2.155	4.828	Speech
4570.wav	6.205	6.455	Dishes
4570.wav	6.608	7.122	Speech
4570.wav	7.018	8.063	Dishes
4570.wav	8.035	8.676	Speech
4570.wav	8.940	10.000	Dishes
4571.wav	2.373	3.330	Dishes
4571.wav	4.881	5.131	Dishes
4571.wav	5.820	7.238	Dishes
4571.wav	7.393	8.655	Dishes
4571.wav	9.349	10.000	Dishes
4572.wav	0.018	1.397	Speech
4572.wav	1.610	3.742	Speech
4572.wav	5.449	5.699	Dishes
4572.wav	8.083	8.492	Dishes
4575.wav	0.901	1.151	Dishes
4575.wav	3.081	3.639	Speech
4575.wav	3.691	4.447	Dishes
4575.wav	7.981	10.000	Dishes
4576.wav	5.398	5.648	Dishes
4576.wav	7.148	7.708	Speech
4576.wav	8.220	9.367	Speech
4576.wav	9.175	9.425	Dishes
4579.wav	9.090	9.780	Dishes
4580.wav	1.078	1.328	Dishes
4580.wav	2.706	3.183	Speech
4580.wav	4.511	5.123	Dishes
4580.wav	7.149	8.076	Dishes
4580.wav	9.023	9.599	Dishes
4583.wav	3.334	3.758	Dishes
4585.wav	4.481	6.376	Speech
4585.wav	7.149	7.399	Dishes
4585.wav	8.703	9.534	Dishes
4585.wav	9.118	10.000	Speech
4586.wav	0.899	1.475	Dishes
4586.wav	8.221	10.000	Dishes
4587.wav	0.387	0.680	Dishes
4589.wav	1.438	1.937	Dishes
4589.wav	7.450	7.700	Dishes
4589.wav	9.594	9.930	Speech
459.wav	8.561	10.000	Running_water
459.wav	8.813	9.775	Speech
4590.wav	2.452	5.186	Dishes
4590.wav	5.370	8.103	Dishes
4593.wav	6.351	6.608	Dishes
4593.wav	6.779	8.076	Dishes
4594.wav	0.682	1.866	Speech
4594.wav	3.186	3.479	Dishes
4598.wav	0.486	0.909	Dishes
4598.wav	4.427	5.524	Dishes
4598.wav	6.322	6.779	Dishes
4598.wav	7.018	8.090	Dishes
4598.wav	8.819	10.000	Speech
4599.wav	2.009	3.768	Dishes
4599.wav	2.354	2.812	Speech
4599.wav	5.251	5.501	Dishes
4599.wav	5.557	6.623	Speech
4599.wav	8.497	10.000	Speech
46.wav	2.563	2.836	Alarm_bell_ringing
46.wav	2.895	4.007	Speech
46.wav	4.028	4.278	Alarm_bell_ringing
46.wav	6.623	7.650	Speech
46.wav	8.227	10.000	Alarm_bell_ringing
460.wav	0.338	2.156	Cat
460.wav	3.839	4.820	Speech
460.wav	5.909	10.000	Running_water
460.wav	9.178	9.603	Speech
4602.wav	0.207	1.249	Speech
4602.wav	1.460	2.073	Dishes
4602.wav	5.400	5.813	Dishes
4602.wav	5.724	7.559	Speech
4604.wav	0.445	0.773	Dishes
4604.wav	1.368	2.394	Speech
4604.wav	1.865	2.115	Dishes
4604.wav	3.285	5.044	Dishes
4604.wav	8.734	9.130	Dishes
4607.wav	0.054	0.460	Speech
4607.wav	4.204	5.034	Dishes
4607.wav	5.235	7.061	Dishes
4607.wav	6.264	6.544	Speech
4607.wav	9.478	10.000	Dishes
4608.wav	0.150	0.495	Speech
4608.wav	4.425	4.675	Dishes
4611.wav	2.582	5.006	Dishes
4611.wav	7.969	8.498	Dishes
4612.wav	2.730	2.980	Speech
4612.wav	2.901	3.151	Dishes
4612.wav	5.145	5.395	Dishes
4612.wav	8.955	9.455	Dishes
4613.wav	1.991	2.888	Speech
4613.wav	4.173	4.814	Speech
4613.wav	7.542	8.109	Dishes
4614.wav	1.720	2.318	Speech
4614.wav	2.571	3.689	Dishes
4614.wav	5.095	6.639	Speech
4614.wav	5.705	6.535	Dishes
4615.wav	0.277	0.558	Dishes
4615.wav	0.545	1.051	Speech
4615.wav	1.041	2.011	Dishes
4615.wav	2.414	4.075	Speech
4615.wav	4.717	7.486	Speech
4615.wav	7.846	9.322	Speech
4615.wav	8.120	10.000	Running_water
4615.wav	9.488	10.000	Dishes
4616.wav	0.760	1.531	Dishes
4616.wav	1.029	1.309	Speech
4616.wav	2.276	2.526	Dishes
4616.wav	2.511	2.918	Speech
4616.wav	4.039	5.348	Dishes
4616.wav	4.463	5.575	Speech
4616.wav	6.721	7.413	Speech
4616.wav	8.551	9.057	Speech
4616.wav	8.572	8.822	Dishes
4616.wav	9.493	10.000	Speech
4617.wav	2.279	2.847	Dishes
4617.wav	3.255	5.395	Speech
4617.wav	6.267	7.195	Dishes
462.wav	1.483	10.000	Running_water
462.wav	2.143	2.438	Dishes
4622.wav	1.500	1.936	Dishes
4622.wav	5.419	5.882	Dishes
4622.wav	6.961	7.472	Dishes
4622.wav	7.369	10.000	Speech
4625.wav	0.357	1.558	Cat
4625.wav	5.895	6.174	Dog
4625.wav	7.152	7.522	Dog
4625.wav	9.414	9.850	Dog
4627.wav	6.651	7.818	Dog
4627.wav	8.768	10.000	Speech
4630.wav	2.481	3.352	Dog
4630.wav	4.757	5.007	Speech
4630.wav	5.232	10.000	Dog
4631.wav	2.661	2.938	Dog
4631.wav	7.884	10.000	Dog
4632.wav	1.352	2.418	Speech
4632.wav	3.721	4.613	Dog
4632.wav	5.270	6.824	Dog
4633.wav	0.404	3.020	Dog
4633.wav	3.871	4.232	Alarm_bell_ringing
4633.wav	6.111	6.833	Speech
4633.wav	7.840	8.582	Dog
4633.wav	8.835	10.000	Dog
4634.wav	0.289	0.667	Dog
4634.wav	0.743	1.342	Speech
4634.wav	2.616	3.857	Speech
4634.wav	8.795	9.610	Speech
4636.wav	6.533	7.275	Dog
4638.wav	1.561	2.035	Dog
4638.wav	3.554	3.831	Dog
4638.wav	4.309	5.552	Dog
4638.wav	7.824	8.345	Dog
4639.wav	1.521	2.406	Speech
4639.wav	3.658	4.430	Dog
4639.wav	7.488	7.767	Dog
4639.wav	8.626	8.942	Dog
4639.wav	9.335	9.595	Dog
4639.wav	9.576	10.000	Speech
4640.wav	9.443	9.786	Dog
4643.wav	4.730	5.657	Dog
4645.wav	0.046	0.326	Dog
4645.wav	0.732	2.229	Dog
4645.wav	2.936	4.433	Dog
4645.wav	7.325	7.586	Dog
4645.wav	8.556	10.000	Dog
4646.wav	2.043	2.677	Speech
4646.wav	4.545	5.658	Dog
4646.wav	4.887	5.294	Speech
4646.wav	5.830	6.867	Dog
4646.wav	7.185	8.906	Dog
4646.wav	9.134	10.000	Dog
4647.wav	4.075	4.325	Dog
4649.wav	0.889	1.342	Dog
4649.wav	2.112	2.362	Speech
4649.wav	2.637	3.187	Dog
4649.wav	4.288	5.325	Dog
4649.wav	7.926	9.817	Speech
4652.wav	0.387	1.128	Dog
4652.wav	0.947	2.027	Speech
4652.wav	2.422	2.737	Alarm_bell_ringing
4652.wav	3.086	4.634	Dog
4652.wav	4.007	6.268	Alarm_bell_ringing
4652.wav	5.524	7.155	Speech
4652.wav	6.571	6.980	Dog
4652.wav	7.600	8.626	Speech
4652.wav	8.666	9.129	Dog
4653.wav	5.439	5.773	Dog
4653.wav	9.645	10.000	Dog
4655.wav	0.444	0.823	Dog
4655.wav	4.326	10.000	Speech
4655.wav	7.794	10.000	Dog
4657.wav	1.555	1.872	Speech
4657.wav	3.893	5.826	Dog
4657.wav	5.089	5.709	Speech
4657.wav	7.581	8.070	Alarm_bell_ringing
4657.wav	8.164	9.073	Dog
4657.wav	9.519	10.000	Dog
4658.wav	4.811	5.152	Dog
466.wav	3.834	10.000	Running_water
4660.wav	7.443	8.686	Dog
4661.wav	2.735	3.068	Dog
4662.wav	8.289	8.549	Dog
4663.wav	2.186	2.529	Dog
4663.wav	6.616	6.866	Dog
4663.wav	7.758	9.116	Dog
4664.wav	4.188	5.322	Dog
4664.wav	6.147	6.557	Dog
4665.wav	0.692	5.254	Speech
4665.wav	0.759	1.993	Dog
4665.wav	2.697	3.040	Dog
4665.wav	6.878	10.000	Dog
4667.wav	0.256	0.988	Speech
4667.wav	4.219	5.272	Dog
4676.wav	1.378	1.665	Dog
4676.wav	4.806	5.093	Dog
4676.wav	9.347	9.977	Cat
4677.wav	9.744	10.000	Dog
4678.wav	0.020	1.219	Dog
4678.wav	2.571	3.342	Dog
4678.wav	2.989	10.000	Running_water
4678.wav	4.669	5.180	Dishes
4678.wav	6.129	6.379	Dog
4678.wav	7.431	8.568	Speech
4678.wav	8.770	9.151	Dog
468.wav	1.246	2.504	Running_water
4680.wav	8.149	8.710	Dog
4684.wav	0.236	0.486	Dog
4684.wav	0.675	0.955	Dog
4684.wav	1.836	2.191	Dog
4684.wav	2.620	3.518	Dog
4684.wav	6.657	9.115	Speech
4684.wav	9.458	10.000	Dog
4685.wav	7.613	10.000	Electric_shaver_toothbrush
4685.wav	8.341	10.000	Speech
4686.wav	1.099	10.000	Electric_shaver_toothbrush
4687.wav	0.636	10.000	Electric_shaver_toothbrush
4687.wav	4.637	5.350	Speech
4688.wav	7.097	8.118	Speech
4688.wav	8.733	10.000	Electric_shaver_toothbrush
4689.wav	7.124	10.000	Electric_shaver_toothbrush
469.wav	2.327	8.216	Running_water
469.wav	7.152	7.439	Dog
469.wav	7.539	9.603	Speech
4690.wav	3.989	4.695	Speech
4690.wav	4.472	10.000	Electric_shaver_toothbrush
4691.wav	1.282	10.000	Electric_shaver_toothbrush
4693.wav	3.739	10.000	Electric_shaver_toothbrush
4694.wav	3.318	6.174	Speech
4694.wav	8.673	10.000	Electric_shaver_toothbrush
4695.wav	1.440	10.000	Electric_shaver_toothbrush
4696.wav	1.259	2.288	Speech
4696.wav	4.733	10.000	Electric_shaver_toothbrush
4696.wav	6.346	7.038	Speech
4697.wav	0.899	3.582	Electric_shaver_toothbrush
4697.wav	8.671	9.105	Speech
4699.wav	0.248	10.000	Electric_shaver_toothbrush
4702.wav	7.941	10.000	Electric_shaver_toothbrush
4702.wav	8.132	8.766	Speech
4703.wav	0.586	10.000	Electric_shaver_toothbrush
4703.wav	2.250	5.000	Speech
4708.wav	1.652	3.187	Speech
4708.wav	4.425	5.157	Speech
4708.wav	8.962	10.000	Electric_shaver_toothbrush
4709.wav	4.528	10.000	Electric_shaver_toothbrush
4709.wav	6.765	8.300	Speech
471.wav	3.565	5.537	Speech
471.wav	6.496	10.000	Running_water
4710.wav	0.668	10.000	Electric_shaver_toothbrush
4710.wav	1.815	2.228	Speech
4713.wav	5.707	8.861	Speech
4713.wav	9.571	10.000	Electric_shaver_toothbrush
4714.wav	1.951	2.252	Speech
4714.wav	2.563	10.000	Electric_shaver_toothbrush
4715.wav	1.571	4.090	Speech
4715.wav	2.074	4.055	Electric_shaver_toothbrush
4715.wav	4.673	5.099	Speech
4715.wav	6.127	6.753	Speech
4716.wav	0.894	1.528	Speech
4716.wav	1.930	4.696	Speech
4716.wav	4.306	10.000	Electric_shaver_toothbrush
4716.wav	8.652	9.054	Speech
4718.wav	0.994	1.627	Speech
4718.wav	3.706	10.000	Electric_shaver_toothbrush
4719.wav	5.115	10.000	Electric_shaver_toothbrush
4719.wav	7.090	8.924	Speech
4721.wav	5.072	10.000	Electric_shaver_toothbrush
4722.wav	0.666	1.143	Speech
4722.wav	3.338	3.898	Speech
4722.wav	5.557	7.459	Speech
4722.wav	7.380	10.000	Electric_shaver_toothbrush
4723.wav	0.192	1.585	Speech
4723.wav	2.942	10.000	Electric_shaver_toothbrush
4723.wav	5.240	6.915	Speech
4723.wav	8.655	10.000	Speech
4724.wav	2.660	3.382	Speech
4724.wav	6.718	10.000	Electric_shaver_toothbrush
4724.wav	9.526	9.870	Speech
4728.wav	5.468	10.000	Electric_shaver_toothbrush
4728.wav	6.503	7.882	Speech
4729.wav	0.254	10.000	Electric_shaver_toothbrush
4729.wav	0.662	1.984	Speech
473.wav	6.970	10.000	Running_water
4731.wav	1.507	6.610	Electric_shaver_toothbrush
4731.wav	2.374	3.557	Speech
4731.wav	8.891	9.958	Speech
4732.wav	0.899	5.022	Electric_shaver_toothbrush
4732.wav	2.185	2.745	Speech
4732.wav	4.662	4.978	Alarm_bell_ringing
4732.wav	5.020	6.177	Speech
4733.wav	0.294	1.108	Speech
4733.wav	4.359	5.752	Speech
4733.wav	5.920	8.198	Speech
4733.wav	7.352	10.000	Electric_shaver_toothbrush
4734.wav	2.000	6.067	Electric_shaver_toothbrush
4734.wav	3.132	4.280	Speech
4734.wav	7.776	10.000	Electric_shaver_toothbrush
4734.wav	8.065	8.622	Speech
4735.wav	5.144	10.000	Electric_shaver_toothbrush
4737.wav	4.805	10.000	Electric_shaver_toothbrush
4737.wav	6.494	6.823	Alarm_bell_ringing
4739.wav	6.049	8.030	Electric_shaver_toothbrush
474.wav	1.311	1.945	Speech
474.wav	6.790	10.000	Running_water
4740.wav	0.276	6.694	Electric_shaver_toothbrush
4740.wav	0.862	2.238	Speech
4740.wav	4.389	5.416	Speech
4740.wav	7.995	10.000	Electric_shaver_toothbrush
4740.wav	8.810	10.000	Speech
4742.wav	4.501	10.000	Electric_shaver_toothbrush
4743.wav	1.386	2.466	Speech
4743.wav	4.418	10.000	Electric_shaver_toothbrush
4748.wav	0.947	1.197	Speech
4748.wav	1.545	2.331	Speech
4748.wav	3.268	4.744	Speech
4748.wav	4.961	10.000	Frying
4748.wav	5.983	6.493	Dishes
4750.wav	2.330	5.966	Frying
4750.wav	4.313	4.563	Dishes
4750.wav	6.035	8.459	Dishes
4750.wav	8.414	10.000	Frying
4750.wav	9.195	9.604	Dishes
4751.wav	2.115	7.920	Frying
4751.wav	4.839	7.117	Speech
4753.wav	1.943	2.193	Dishes
4753.wav	3.349	4.533	Speech
4753.wav	6.266	10.000	Frying
4753.wav	6.856	10.000	Speech
4754.wav	2.658	2.951	Dishes
4754.wav	6.212	10.000	Frying
4754.wav	7.961	9.221	Speech
4754.wav	9.620	10.000	Dishes
4760.wav	0.839	1.869	Dishes
4760.wav	8.438	10.000	Frying
4762.wav	4.676	5.182	Speech
4762.wav	6.362	7.584	Speech
4762.wav	8.015	9.747	Speech
4762.wav	9.170	10.000	Frying
4763.wav	0.015	3.051	Speech
4763.wav	2.059	2.309	Dishes
4763.wav	2.819	3.069	Dishes
4763.wav	5.992	7.303	Speech
4763.wav	7.301	8.218	Dishes
4763.wav	8.690	9.267	Dishes
4763.wav	9.317	10.000	Speech
4763.wav	9.439	10.000	Frying
4765.wav	7.138	10.000	Frying
4769.wav	7.283	10.000	Frying
477.wav	5.221	10.000	Running_water
477.wav	7.043	7.293	Speech
4770.wav	5.745	10.000	Frying
4770.wav	6.427	6.955	Speech
4772.wav	0.694	10.000	Frying
4773.wav	0.329	0.630	Speech
4773.wav	1.352	10.000	Frying
4773.wav	5.292	5.718	Speech
4773.wav	5.986	7.821	Speech
4775.wav	1.612	10.000	Frying
4775.wav	7.440	8.664	Blender
4777.wav	2.618	10.000	Frying
4783.wav	5.905	6.155	Speech
4783.wav	8.483	10.000	Frying
4786.wav	0.188	10.000	Frying
4787.wav	1.180	3.604	Dishes
4787.wav	1.876	3.711	Speech
4787.wav	8.770	10.000	Frying
4788.wav	1.049	10.000	Frying
479.wav	2.366	4.268	Speech
479.wav	3.826	10.000	Running_water
479.wav	5.610	6.413	Cat
